,movie_id,title,tags
10,1452,Superman Returns,"superman return discov 5-year absenc allow lex luthor walk free , closest felt abandon move . luthor plot ultim reveng could see million kill chang face planet forev , well rid man steel . adventur fantasi action sciencefict savingtheworld dccomic invulner sequel superhero basedoncomicbook kryptonit superpow superhumanstrength lexluthor brandonrouth kevinspacey katebosworth jamesmarsden parkerposey franklangella samhuntington evamariesaint marlonbrando kalpenn tristanlakeleabu davidfabrizio ianrobert vincentston jacklarson noelneil keeganjoyc jordanabeatti bryansing johnottman"
11,10764,Quantum of Solace,"quantum solac continu adventur jame bond casino royal . betray vesper , woman love , 007 fight urg make latest mission person . pursu determin uncov truth , bond interrog mr. white , reveal organ blackmail vesper far complex danger anyon imagin . adventur action thriller crime kill undercov secretag britishsecretservic danielcraig olgakurylenko mathieuamalr judidench giancarlogiannini gemmaarterton jeffreywright davidharbour jesperchristensen anatoletaubman rorykinnear timpigott-smith joaquíncosio glennfost paulritt stanakat lucrezialantedellarover neiljackson oonachaplin rachelmcdowal gustavonanez markwakel sarahhadland daviddecio aaronk alexandraprusa brandonjovanovich alexandrekrawetz fernandoguilléncuervo jesúsochoa simonkassianid brendano'hea marcforst"
12,58,Pirates of the Caribbean: Dead Man's Chest,"captain jack sparrow work way blood debt ghostli davey jone , also attempt avoid etern damnat . adventur fantasi action witch fortunetel bondag exoticisland monster captain cardgam eastindiatradingcompani compass ship daughter pirat swashbuckl aftercreditssting johnnydepp orlandobloom keiraknightley stellanskarsgård billnighi jackdavenport kevinmcn jonathanpryc leearenberg mackenziecrook tomholland naomieharri davidbaili martinklebba davidschofield alexnorton geoffreyrush dermotkeaney andybeckwith cliveashborn reggiele christopheradamson jonathanlinsley johnboswal maxbak stevespeir laurenmah vanessabranch lukedewoolfson jonathankit ho-kwants peterdonaldbadalamentiii christophers.capp goreverbinski hanszimm"
13,57201,The Lone Ranger,"texa ranger chase gang outlaw led butch cavendish , gang ambush ranger , seemingli kill . one survivor found , howev , american indian name tonto , nurs back health . ranger , don mask ride white stallion name silver , team tonto bring unscrupul gang other ilk justic . action adventur western texa hors survivor texasrang partner outlaw escap lawyer train lonerang comanch thelonerang tonto johnnydepp armiehamm williamfichtn helenabonhamcart jamesbadgedal tomwilkinson ruthwilson barrypepp jamesfrain masoncook matto'leari leonrippi harrytreadaway damonherriman w.earlbrown gilbirmingham saginawgr stephenbrodi matthewpag nickw.nicholson bryantprinc jdcullum joaquíncosio timothyv.murphi damoncarney kevinwiggin chadbrummett robertbak lewtempl stephenroot randyoglesbi bradgreenquist rancehoward leonardearlhowz travishamm stevecorona jackaxelrod christopherhagen fredafohshen margaretbowman luzp.mendez lainalouck devonj.adam desiraeanslov charlottecormi meganpribyl brianavanschuyv juliestracen chadrandal jasone.hil bethbailey joannecamp bobrumnock taitfletch alexknight argosmaccallum pokeylafarg joeyglynn adamhoskin ryankoenig goreverbinski hanszimm"
14,49521,Man of Steel,"young boy learn extraordinari power earth . young man , journey discov came sent . hero must emerg save world annihil becom symbol hope mankind . action adventur fantasi sciencefict savingtheworld dccomic superhero basedoncomicbook superhuman alieninvas reboot superpow dcextendedunivers henrycavil amyadam michaelshannon kevincostn dianelan russellcrow laurencefishburn antjetrau christophermeloni jadingould tahmohpenikett ayeletzur richardschiff dylansprayberri michaelkelli carlagugino richardcetron mackenziegray julianrich maryblack samanthajo rebeccabul christinawren davidlewi dougabraham bradkelli alessandrojuliani jackfoley robertgerdisch harrylennix jacquelinescislowski seancampbel rajlal hanszimm zacksnyd"
15,2454,The Chronicles of Narnia: Prince Caspian,"one year incred adventur lion , witch wardrob , peter , edmund , luci susan pevensi return narnia aid young princ whose life threaten evil king miraz . , help color cast new charact , includ trufflehunt badger nikabrik dwarf , pevensi clan embark incred quest ensur narnia return right heir . adventur famili fantasi basedonnovel fictionalplac brothersisterrelationship lion humanb wretch leapintim matteroflifeanddeath faith uncl narnia fantasyworld benbarn williammoseley annapopplewel skandarkeyn georgiehenley sergiocastellitto aliciaborrachero peterdinklag warwickdavi vincentgrass pierfrancescofavino damiánalcázar simónandreu predragbjelac shanerangi cornelljohn liamneeson kenstott tildaswinton eddieizzard kláraissová andrewadamson harrygregson-william"
16,24428,The Avengers,"unexpect enemi emerg threaten global safeti secur , nick furi , director intern peacekeep agenc known s.h.i.e.l.d. , find need team pull world back brink disast . span globe , dare recruit effort begin ! sciencefict action adventur newyork shield marvelcom superhero basedoncomicbook alieninvas superheroteam aftercreditssting duringcreditssting marvelcinematicunivers robertdowneyjr . chrisevan markruffalo chrishemsworth scarlettjohansson jeremyrenn tomhiddleston clarkgregg cobiesmuld stellanskarsgård samuell.jackson gwynethpaltrow paulbettani jennyagutt walterperez powersbooth stanle arthurdarbinyan donaldli ashleyjohnson harrydeanstanton aliciasixto dieterriesl jamiemcshan jeffwolf jerzyskolimowski maximilianohernández alexisdenisof jameseckhous envergjokaj damionpoiti tinabenko kirillnikiforov m'laahkaursingh rashmirustagi warrenkol jessegarcia kennethtigar joshcowderi katsumikomatsu yumikokomatsu momokokomatsu robertclohessi fernandatok andreavecchio robinswoboda brentmcge michaelzhang william-christopherstephen kelleyrobin romyrosemont patkiernan thomasrobert jillianmorges catherineanderson ricardoandr loganbennett mayankbhatt sharitabon jasonbotsford marykatecampbel genen.chavez laylacushman robertdean rickdremann jeffreyfeingold louferrigno rodfield ericfrank israelhal carmendeeharri alexanderchristopherjon mikekarban demoinekinney andrewknod annettelawless kimberlyj.mahoney toddman jorgemardel tiffanysandermckenzi michaelmcmillan seanmeehan jotinagra hollyneeli calebdanielno josepho'brien jeremyorr natepaig martinpalm mariaperossa calebpieplow alexanderdanielpimentel frankpow jaimepow brentreichert kellyrubl ginasarno robertb.schneideriv jeffseich christinashaff alondashevett douglasslygh colinstraus robertp.thitoff georgethoma shanethompson jerryleetuck taiurban chrisvaina sandraweston sethzielick alexdecourvil debbiescaletta andrea-nicholeoliva tinagrimm alansilvestri josswhedon"
17,1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow cross path woman past , 's sure 's love -- 's ruthless con artist 's use find fabl fountain youth . forc aboard queen ann 's reveng , ship formid pirat blackbeard , jack find unexpect adventur n't know fear : blackbeard woman past . adventur action fantasi sea captain mutini sword primeminist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnnydepp penélopecruz ianmcshan kevinmcn geoffreyrush samclaflin astridbergès-frisbey stephengraham gregelli damiano'har óscarjaenada richardgriffith keithrichard gemmaward judidench ianmerc robbiekay christopherfairbank yukimatsuzaki steveevet bronsonwebb derekmear deobiaoparei sebastianarmesto antonless rogerallam paulbaz richardthomson dannyleboy alanj.utley-moor lukerobert emiliajon sanyahugh lejon siegfriedpet hanszimm robmarshal"
18,41154,Men in Black 3,"agent j ( smith ) k ( tommi lee jone ) back ... time . j seen inexplic thing 15 year men black , noth , even alien , perplex much wri , retic partner . k 's life fate planet put stake , agent j travel back time put thing right . j discov secret univers k never told - secret reveal team young agent k ( josh brolin ) save partner , agenc , futur humankind . action comedi sciencefict timetravel timemachin alien fictionalgovernmentag seeingthefutur changinghistori willsmith tommyleejon joshbrolin michaelstuhlbarg emmathompson jemainecl nicolescherzing aliceev billhad michaelchernu davidrasch keoneyoung cayenmartin mikecolt melahudson willarnett kelvindavi danbittn dannyelfman barrysonnenfeld"
19,122917,The Hobbit: The Battle of the Five Armies,"immedi event desol smaug , bilbo dwarv tri defend erebor 's mountain treasur other claim : men ruin laketown elv mirkwood . meanwhil armi orc led azog defil march erebor , fuel rise dark lord sauron . dwarv , elv men must unit , hope middle-earth fall bilbo 's hand . action adventur fantasi corrupt elv dwarv orc middle-earth ( tolkien ) hobbit dragon battl unlikelyfriendship epicbattl swordandsorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn johncallen peterhambleton jedbrophi markhadlow adambrown orlandobloom evangelinelilli leepac cateblanchett hugoweav christopherle ianholm mikaelpersbrandt sylvestermccoy lukeevan stephenfri johnbel ryangag peggynesbitt marynesbitt manubennett johntui billyconnolli benedictcumberbatch kellykilgour sarahpeirs nickblak simonlondon conansteven allansmith mirandaharcourt thomasinmckenzi howardshor peterjackson"
20,1930,The Amazing Spider-Man,"peter parker outcast high schooler abandon parent boy , leav rais uncl ben aunt may . like teenag , peter tri figur got person today . peter discov mysteri briefcas belong father , begin quest understand parent ' disappear – lead directli oscorp lab dr. curt connor , father 's former partner . spider-man set collis cours connor ' alter ego , lizard , peter make life-alt choic use power shape destini becom hero . action adventur fantasi lossoffath vigilant serum marvelcom scientificexperi spiderbit maskedvigilant reboot superpow geneticengin socialoutcast duringcreditssting andrewgarfield emmaston rhysifan denisleari campbellscott irrfankhan martinsheen sallyfield maxcharl chriszylka embethdavidtz leifgantvoort hannahmark kelseyasbil c.thomashowel stanle michaelmasse michaelpapajohn karicoleman charliedepew skylergisondo jacobrodi jakekeiff kevinmccorkl barbaraeveharri danielleburgio michaelbarra andypessoa andygladbach ringhendricks-tellefsen tomwait keithcampbel stevedecastro jameschen alexanderbedria johnburk jillflint markdaugherti miltongonzález vincentlaresca damienlemon tyupshaw tiatexada jaycaputo terrybozeman jenniferlyon ambersteven zoeydeutch jodycosgrove-kao maxbogn ethancohn mileselliot mirandaladawnhil amandamacdonald maurymorgan amynovondo kristinquick jameshorn marcwebb"
21,20662,Robin Hood,"soldier robin happen upon die robert loxley , promis return man 's sword famili nottingham . , assum robert 's ident ; romanc widow , marion ; draw ire town 's sheriff king john 's henchman , godfrey . action adventur robinhood archer knight sherwoodforest bowandarrow middleag mediev kingofengland russellcrow cateblanchett maxvonsydow williamhurt markstrong oscarisaac dannyhuston eileenatkin markaddi matthewmacfadyen kevindurand scottgrim alandoyl douglashodg léaseydoux jonathanzaccaï robertpugh gerardmcsorley velibortop ciaranflynn simonmcburney marklewisjon bronsonwebb denisménochet rubybental jessicarain johnnichola royhold denisegough lukeevan arthurdarvil gianninafacio ralphineson jakecurran ridleyscott marcstreitenfeld"
22,57158,The Hobbit: The Desolation of Smaug,"dwarv , bilbo gandalf success escap misti mountain , bilbo gain one ring . continu journey get gold back dragon , smaug . adventur fantasi elv dwarv orc hobbit dragon wizard swordandsorceri martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn benedictcumberbatch leepac lukeevan evangelinelilli orlandobloom mikaelpersbrandt manubennett stephenfri johnbel sylvestermccoy terrynotari peterhambleton cateblanchett stephencolbert jedbrophi sarahpeirs marynesbitt peggynesbitt markhadlow johncallen adambrown benmitchel howardshor peterjackson"
23,2268,The Golden Compass,"overhear shock secret , precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworldli adventur far north , unawar 's part destini . adventur fantasi england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel dakotabluerichard nicolekidman danielcraig samelliott evagreen freddiehighmor ianmckellen benwalk ianmcshan kristinscottthoma kathyb jimcart tomcourtenay christopherle simonmcburney jackshepherd magdaszubanski derekjacobi clarehiggin charlierow stevenloton michaelantoni markmottram hattiemorahan jasonwatkin samhoar briannickel thomasarnold helensoraya alexandredesplat chrisweitz"
24,254,King Kong,"1933 new york , overli ambiti movi produc coerc cast hire ship crew travel mysteri skull island , encount kong , giant ape immedi smitten lead ladi . adventur drama action filmbusi screenplay showbusi filmmak filmproduc exoticisland monster indigen ship dinosaur naomiwatt jackblack adrienbrodi thomaskretschmann colinhank andyserki evanpark jamiebel lobochan johnsumn craighal kylechandl williamjohnson davidpittu markhadlow geraldinebrophi daviddenni pipmushin jimknobeloch richerbert leedonahu tomhobb tirielmora jedbrophi johnwraight williamwallac frankedward crawfordthomson richardkavanagh stephenhal joefolau chiclittlewood samueltaylor jamesnewtonhoward peterjackson davidlong melwesson"
25,597,Titanic,"84 year later , 101-year-old woman name rose dewitt bukat tell stori granddaught lizzi calvert , brock lovett , lewi bodin , bobbi buell anatoli mikailavich keldysh life set april 10th 1912 , ship call titan young rose board depart ship upper-class passeng mother , ruth dewitt bukat , fiancé , caledon hockley . meanwhil , drifter artist name jack dawson best friend fabrizio de rossi win third-class ticket ship game . explain whole stori departur death titan first last voyag april 15th , 1912 2:20 morn . drama romanc thriller shipwreck iceberg ship panic titan oceanlin epic richwoman-poorman love disast tragiclov classdiffer imax starcrossedlov steerag salvag richsnob 3d 1910 katewinslet leonardodicaprio francesfish billyzan kathyb gloriastuart billpaxton bernardhil davidwarn victorgarb jonathanhyd suzyami lewisabernathi nicholascascon dannynucci jasonbarri lewpalt ericbraeden bernardfox ewanstewart ioangruffudd jonnyphillip edwardfletch scottg.anderson martineast gregorycook alexandreaowen sethadkin michaelensign anatolym.sagalevitch martinhub marklindsaychapman richardgraham paulbrightwel rondonachi charlottechatton fanniebrett jenettegoldstein camillaoverbyeroo lindakern amygaipa martinjarvi rosalindayr rochelleros jonathanevans-jon brianwalsh rockytaylor craigkelli liamtuohi simoncran jameslancast elsaraven reecep.thompsoniii laramielandi markrafaeltruitt johnwalcutt terryforrest dereklea richardashton seannepita brendanconnolli davidcronnelli garthwilton richardfox nickmeaney kevinow markcapri marccass paulherbert emmettjam chrisbyrn oliverpag jamesgarrett erikholland erikholland jarikinnunen andersfalk barrydennen vernurich rebeccaklingl triciao'neil kathleens.dunn romeofr mandanamarino vanl bjørnolsen danpettersson shayduffin gregelli dianamorgan krisandersson bobbieb aaronjamescash annefletch edmondalanforsyth andiehick scotthislop stanmazin lisaratzin julenerene brianbain elliebensing alexandraboyd mikebutt jamescameron brunocampolo chriscragnotti kevyncurri kevindelanoy thomasfiss griffinhowel seanhows tonykenni bretaaronknow georgekostyiii georgekostyjr . geoffreyc.kosti gregorycharleskosti seanlawlor johnleonhardt miguela.lomelin donlynch johnnymartin ryanmcclurkin meghanmcleod mikeo'n julianoro philparlapiano judyprestininzi stevenqual oliviarosewood johnslad stephenwolfesmith r.gerntrowbridg franciscováldez luciezolcerova jameshorn jamescameron"
